date,sku,region,temp,promo,event,sales
2025-12-04,Coke500,Hyderabad,24,0,0,6519
2025-12-05,Coke500,Hyderabad,26,0,0,5992
2025-12-06,Coke500,Hyderabad,21,0,0,6230
2025-12-07,Coke500,Hyderabad,31,0,0,7325
2025-12-08,Coke500,Hyderabad,31,0,0,6535
2025-12-09,Coke500,Hyderabad,28,0,0,6221
2025-12-10,Coke500,Hyderabad,37,0,0,7393
2025-12-11,Coke500,Hyderabad,34,0,0,6987
2025-12-12,Coke500,Hyderabad,34,0,0,6819
2025-12-13,Coke500,Hyderabad,35,1,1,10324
2025-12-14,Coke500,Hyderabad,37,0,0,7813
2025-12-15,Coke500,Hyderabad,25,0,0,5844
2025-12-16,Coke500,Hyderabad,20,1,0,7251
2025-12-17,Coke500,Hyderabad,41,1,0,8500
2025-12-18,Coke500,Hyderabad,29,0,0,6250
2025-12-19,Coke500,Hyderabad,22,0,0,5626
2025-12-20,Coke500,Hyderabad,28,0,1,8302
2025-12-21,Coke500,Hyderabad,32,1,0,8922
2025-12-22,Coke500,Hyderabad,28,0,0,6634
2025-12-23,Coke500,Hyderabad,34,1,0,8199
2025-12-24,Coke500,Hyderabad,33,0,0,6706
2025-12-25,Coke500,Hyderabad,21,0,0,5707
2025-12-26,Coke500,Hyderabad,25,0,0,6045
2025-12-27,Coke500,Hyderabad,40,0,0,7714
2025-12-28,Coke500,Hyderabad,36,0,0,7986
2025-12-29,Coke500,Hyderabad,37,0,0,7369
2025-12-30,Coke500,Hyderabad,33,0,0,6051
2025-12-31,Coke500,Hyderabad,27,0,1,7779
2025-01-01,Sprite500,Bangalore,39,0,0,9404
2025-01-02,Sprite500,Bangalore,38,0,0,9268
2025-01-03,Sprite500,Bangalore,26,0,0,8157
2025-01-04,Sprite500,Bangalore,35,0,0,9764
2025-01-05,Sprite500,Bangalore,31,0,0,9305
2025-01-06,Sprite500,Bangalore,24,0,0,7890
2025-01-07,Sprite500,Bangalore,20,0,0,7699
2025-01-08,Sprite500,Bangalore,35,0,0,9025
2025-01-09,Sprite500,Bangalore,35,0,0,9510
2025-01-10,Sprite500,Bangalore,28,0,0,8308
2025-01-11,Sprite500,Bangalore,25,0,0,9009
2025-01-12,Sprite500,Bangalore,33,0,0,9419
2025-01-13,Sprite500,Bangalore,26,0,0,7869
2025-01-14,Sprite500,Bangalore,28,0,0,8374
2025-01-15,Sprite500,Bangalore,32,1,0,9857
2025-01-16,Sprite500,Bangalore,29,1,0,9424
2025-01-17,Sprite500,Bangalore,35,0,0,8454
2025-01-18,Sprite500,Bangalore,31,0,0,9073
2025-01-19,Sprite500,Bangalore,23,0,0,8884
2025-01-20,Sprite500,Bangalore,32,0,0,8821
2025-01-21,Sprite500,Bangalore,35,1,0,10455
2025-01-22,Sprite500,Bangalore,33,0,0,9165
2025-01-23,Sprite500,Bangalore,34,0,0,8881
2025-01-24,Sprite500,Bangalore,21,0,1,9738
2025-01-25,Sprite500,Bangalore,38,0,1,12008
2025-01-26,Sprite500,Bangalore,35,0,0,9823
2025-01-27,Sprite500,Bangalore,37,0,0,9026
2025-01-28,Sprite500,Bangalore,29,0,0,8878
2025-01-29,Sprite500,Bangalore,31,0,0,8483
2025-01-30,Sprite500,Bangalore,41,1,0,10843
2025-01-31,Sprite500,Bangalore,40,1,0,10623
2025-02-01,Sprite500,Bangalore,20,0,0,8032
2025-02-02,Sprite500,Bangalore,38,1,0,11242
2025-02-03,Sprite500,Bangalore,26,0,0,8299
2025-02-04,Sprite500,Bangalore,39,0,0,9069
2025-02-05,Sprite500,Bangalore,37,0,0,9145
2025-02-06,Sprite500,Bangalore,25,0,0,8525
2025-02-07,Sprite500,Bangalore,38,0,0,9260
2025-02-08,Sprite500,Bangalore,38,0,0,9354
2025-02-09,Sprite500,Bangalore,34,0,0,9677
2025-02-10,Sprite500,Bangalore,39,0,0,9139
2025-02-11,Sprite500,Bangalore,37,0,0,9260
2025-02-12,Sprite500,Bangalore,39,0,0,9235
2025-02-13,Sprite500,Bangalore,34,0,0,8783
2025-02-14,Sprite500,Bangalore,37,0,0,8946
2025-02-15,Sprite500,Bangalore,24,0,0,8922
2025-02-16,Sprite500,Bangalore,37,0,0,9447
2025-02-17,Sprite500,Bangalore,35,0,0,9060
2025-02-18,Sprite500,Bangalore,40,0,0,9579
2025-02-19,Sprite500,Bangalore,33,0,0,8831
2025-02-20,Sprite500,Bangalore,40,0,0,9748
2025-02-21,Sprite500,Bangalore,26,0,0,8255
2025-02-22,Sprite500,Bangalore,41,0,0,10045
2025-02-23,Sprite500,Bangalore,39,0,1,12142
2025-02-24,Sprite500,Bangalore,40,0,0,9325
2025-02-25,Sprite500,Bangalore,36,0,0,8689
2025-02-26,Sprite500,Bangalore,35,0,0,9138
2025-02-27,Sprite500,Bangalore,23,0,0,8008
2025-02-28,Sprite500,Bangalore,25,0,0,8384
2025-03-01,Sprite500,Bangalore,25,0,0,8506
2025-03-02,Sprite500,Bangalore,20,0,0,8433
2025-03-03,Sprite500,Bangalore,32,0,0,8982
2025-03-04,Sprite500,Bangalore,41,0,0,9073
2025-03-05,Sprite500,Bangalore,29,0,0,8416
2025-03-06,Sprite500,Bangalore,23,0,0,8230
2025-03-07,Sprite500,Bangalore,37,0,0,9086
2025-03-08,Sprite500,Bangalore,28,0,1,11086
2025-03-09,Sprite500,Bangalore,38,0,0,9470
2025-03-10,Sprite500,Bangalore,30,1,0,9801
2025-03-11,Sprite500,Bangalore,38,0,0,9672
2025-03-12,Sprite500,Bangalore,24,0,0,7924
2025-03-13,Sprite500,Bangalore,39,0,0,9009
2025-03-14,Sprite500,Bangalore,37,0,0,8529
2025-03-15,Sprite500,Bangalore,21,0,0,9171
2025-03-16,Sprite500,Bangalore,24,0,0,8683
2025-03-17,Sprite500,Bangalore,28,1,0,9514
2025-03-18,Sprite500,Bangalore,31,0,0,9272
2025-03-19,Sprite500,Bangalore,40,0,1,11204
2025-03-20,Sprite500,Bangalore,35,0,0,8672
2025-03-21,Sprite500,Bangalore,32,0,0,8497
2025-03-22,Sprite500,Bangalore,27,0,1,10790
2025-03-23,Sprite500,Bangalore,36,0,0,9509
2025-03-24,Sprite500,Bangalore,41,0,0,8912
2025-03-25,Sprite500,Bangalore,34,0,0,9141
2025-03-26,Sprite500,Bangalore,26,0,0,8051
2025-03-27,Sprite500,Bangalore,37,0,0,9072
2025-03-28,Sprite500,Bangalore,25,0,0,7930
2025-03-29,Sprite500,Bangalore,20,1,0,9728
2025-03-30,Sprite500,Bangalore,30,0,0,9410
2025-03-31,Sprite500,Bangalore,41,0,0,9413
2025-04-01,Sprite500,Bangalore,29,0,0,8335
2025-04-02,Sprite500,Bangalore,29,0,0,8468
2025-04-03,Sprite500,Bangalore,23,0,0,7896
2025-04-04,Sprite500,Bangalore,26,0,0,8379
2025-04-05,Sprite500,Bangalore,24,0,0,8557
2025-04-06,Sprite500,Bangalore,33,0,1,10879
2025-04-07,Sprite500,Bangalore,29,0,0,8754
2025-04-08,Sprite500,Bangalore,22,0,0,7993
2025-04-09,Sprite500,Bangalore,39,0,0,8754
2025-04-10,Sprite500,Bangalore,26,0,0,7859
2025-04-11,Sprite500,Bangalore,28,0,0,8560
2025-04-12,Sprite500,Bangalore,39,0,0,9755
2025-04-13,Sprite500,Bangalore,26,0,0,8850
2025-04-14,Sprite500,Bangalore,38,0,0,9151
2025-04-15,Sprite500,Bangalore,34,1,0,10687
2025-04-16,Sprite500,Bangalore,24,1,0,8508
2025-04-17,Sprite500,Bangalore,21,0,0,8082
2025-04-18,Sprite500,Bangalore,21,1,0,8979
2025-04-19,Sprite500,Bangalore,20,0,1,10359
2025-04-20,Sprite500,Bangalore,20,0,0,8776
2025-04-21,Sprite500,Bangalore,27,0,0,8297
2025-04-22,Sprite500,Bangalore,27,0,0,8163
2025-04-23,Sprite500,Bangalore,27,1,0,9450
2025-04-24,Sprite500,Bangalore,26,0,1,9757
2025-04-25,Sprite500,Bangalore,37,0,0,9212
2025-04-26,Sprite500,Bangalore,33,0,0,9302
2025-04-27,Sprite500,Bangalore,26,0,0,8563
2025-04-28,Sprite500,Bangalore,27,0,0,7720
2025-04-29,Sprite500,Bangalore,36,0,0,8791
2025-04-30,Sprite500,Bangalore,20,1,0,9327
2025-05-01,Sprite500,Bangalore,40,0,0,9729
2025-05-02,Sprite500,Bangalore,32,0,0,9051
2025-05-03,Sprite500,Bangalore,33,0,0,9767
2025-05-04,Sprite500,Bangalore,29,0,0,8760
2025-05-05,Sprite500,Bangalore,30,0,0,8328
2025-05-06,Sprite500,Bangalore,27,0,0,8296
2025-05-07,Sprite500,Bangalore,31,0,0,8980
2025-05-08,Sprite500,Bangalore,23,0,0,8172
2025-05-09,Sprite500,Bangalore,30,0,0,8499
2025-05-10,Sprite500,Bangalore,27,1,0,10593
2025-05-11,Sprite500,Bangalore,32,0,0,8867
2025-05-12,Sprite500,Bangalore,32,0,0,8682
2025-05-13,Sprite500,Bangalore,34,0,0,9053
2025-05-14,Sprite500,Bangalore,28,0,0,8722
2025-05-15,Sprite500,Bangalore,33,0,0,9045
2025-05-16,Sprite500,Bangalore,35,0,0,9147
2025-05-17,Sprite500,Bangalore,32,0,0,9268
2025-05-18,Sprite500,Bangalore,25,0,1,10101
2025-05-19,Sprite500,Bangalore,26,0,0,8214
2025-05-20,Sprite500,Bangalore,20,0,1,9342
2025-05-21,Sprite500,Bangalore,35,0,0,9229
2025-05-22,Sprite500,Bangalore,36,0,0,9033
2025-05-23,Sprite500,Bangalore,37,0,0,9048
2025-05-24,Sprite500,Bangalore,25,0,0,9008
2025-05-25,Sprite500,Bangalore,23,0,0,8534
2025-05-26,Sprite500,Bangalore,28,0,0,8740
2025-05-27,Sprite500,Bangalore,26,0,0,8259
2025-05-28,Sprite500,Bangalore,22,0,0,8032
2025-05-29,Sprite500,Bangalore,24,1,0,9488
2025-05-30,Sprite500,Bangalore,41,0,0,8999
2025-05-31,Sprite500,Bangalore,31,0,0,8931
2025-06-01,Sprite500,Bangalore,35,0,0,10042
2025-06-02,Sprite500,Bangalore,27,0,0,8632
2025-06-03,Sprite500,Bangalore,30,0,0,9283
2025-06-04,Sprite500,Bangalore,41,0,0,10225
2025-06-05,Sprite500,Bangalore,41,0,0,9459
2025-06-06,Sprite500,Bangalore,25,0,1,10197
2025-06-07,Sprite500,Bangalore,29,0,0,9211
2025-06-08,Sprite500,Bangalore,32,0,0,9654
2025-06-09,Sprite500,Bangalore,25,0,0,8336
2025-06-10,Sprite500,Bangalore,34,1,0,10128
2025-06-11,Sprite500,Bangalore,40,0,0,9078
2025-06-12,Sprite500,Bangalore,40,0,0,9374
2025-06-13,Sprite500,Bangalore,37,0,0,8724
2025-06-14,Sprite500,Bangalore,36,0,0,9365
2025-06-15,Sprite500,Bangalore,36,1,0,11102
2025-06-16,Sprite500,Bangalore,26,0,0,8183
2025-06-17,Sprite500,Bangalore,31,0,0,8661
2025-06-18,Sprite500,Bangalore,32,0,0,8863
2025-06-19,Sprite500,Bangalore,32,0,0,8882
2025-06-20,Sprite500,Bangalore,30,0,0,8757
2025-06-21,Sprite500,Bangalore,26,0,1,10655
2025-06-22,Sprite500,Bangalore,31,0,0,9551
2025-06-23,Sprite500,Bangalore,28,1,0,9513
2025-06-24,Sprite500,Bangalore,26,1,0,9248
2025-06-25,Sprite500,Bangalore,21,0,0,7865
2025-06-26,Sprite500,Bangalore,36,0,0,9188
2025-06-27,Sprite500,Bangalore,20,0,0,7790
2025-06-28,Sprite500,Bangalore,37,0,0,9692
2025-06-29,Sprite500,Bangalore,20,0,0,7787
2025-06-30,Sprite500,Bangalore,33,0,0,8896
2025-07-01,Sprite500,Bangalore,21,0,0,8152
2025-07-02,Sprite500,Bangalore,23,0,0,7640
2025-07-03,Sprite500,Bangalore,26,0,0,8644
2025-07-04,Sprite500,Bangalore,23,0,1,10026
2025-07-05,Sprite500,Bangalore,22,0,0,8487
2025-07-06,Sprite500,Bangalore,34,0,0,8928
2025-07-07,Sprite500,Bangalore,32,0,0,8521
2025-07-08,Sprite500,Bangalore,33,0,0,8956
2025-07-09,Sprite500,Bangalore,35,1,0,10372
2025-07-10,Sprite500,Bangalore,31,1,0,10580
2025-07-11,Sprite500,Bangalore,39,0,0,9554
2025-07-12,Sprite500,Bangalore,21,0,0,8683
2025-07-13,Sprite500,Bangalore,30,0,0,9204
2025-07-14,Sprite500,Bangalore,32,0,0,9365
2025-07-15,Sprite500,Bangalore,34,0,0,9021
2025-07-16,Sprite500,Bangalore,35,0,0,9196
2025-07-17,Sprite500,Bangalore,33,0,0,9045
2025-07-18,Sprite500,Bangalore,30,0,0,8974
2025-07-19,Sprite500,Bangalore,20,1,0,9510
2025-07-20,Sprite500,Bangalore,28,1,0,10195
2025-07-21,Sprite500,Bangalore,25,0,0,7933
2025-07-22,Sprite500,Bangalore,25,0,0,8449
2025-07-23,Sprite500,Bangalore,29,0,0,8446
2025-07-24,Sprite500,Bangalore,37,0,0,8856
2025-07-25,Sprite500,Bangalore,27,0,0,8184
2025-07-26,Sprite500,Bangalore,26,0,0,9049
2025-07-27,Sprite500,Bangalore,20,0,0,7868
2025-07-28,Sprite500,Bangalore,40,0,0,9188
2025-07-29,Sprite500,Bangalore,20,0,0,7924
2025-07-30,Sprite500,Bangalore,30,0,0,8694
2025-07-31,Sprite500,Bangalore,41,0,0,9756
2025-08-01,Sprite500,Bangalore,33,0,0,8829
2025-08-02,Sprite500,Bangalore,36,0,0,9553
2025-08-03,Sprite500,Bangalore,30,0,0,9076
2025-08-04,Sprite500,Bangalore,29,0,0,8899
2025-08-05,Sprite500,Bangalore,38,0,0,8770
2025-08-06,Sprite500,Bangalore,26,0,0,7992
2025-08-07,Sprite500,Bangalore,41,0,0,9489
2025-08-08,Sprite500,Bangalore,23,0,0,8253
2025-08-09,Sprite500,Bangalore,28,0,0,9111
2025-08-10,Sprite500,Bangalore,28,0,0,9103
2025-08-11,Sprite500,Bangalore,34,0,0,8824
2025-08-12,Sprite500,Bangalore,36,0,0,9436
2025-08-13,Sprite500,Bangalore,27,0,1,10091
2025-08-14,Sprite500,Bangalore,37,0,0,9557
2025-08-15,Sprite500,Bangalore,23,0,0,7689
2025-08-16,Sprite500,Bangalore,38,0,0,9771
2025-08-17,Sprite500,Bangalore,26,0,1,10510
2025-08-18,Sprite500,Bangalore,34,1,0,10171
2025-08-19,Sprite500,Bangalore,41,0,0,9339
2025-08-20,Sprite500,Bangalore,21,1,0,8939
2025-08-21,Sprite500,Bangalore,36,0,0,9733
2025-08-22,Sprite500,Bangalore,23,0,0,8517
2025-08-23,Sprite500,Bangalore,23,0,0,8309
2025-08-24,Sprite500,Bangalore,35,0,0,9714
2025-08-25,Sprite500,Bangalore,24,0,1,9858
2025-08-26,Sprite500,Bangalore,26,0,0,8119
2025-08-27,Sprite500,Bangalore,39,0,0,9428
2025-08-28,Sprite500,Bangalore,21,0,0,7972
2025-08-29,Sprite500,Bangalore,39,0,0,8763
2025-08-30,Sprite500,Bangalore,35,0,0,9503
2025-08-31,Sprite500,Bangalore,21,0,0,8408
2025-09-01,Sprite500,Bangalore,36,0,0,8616
2025-09-02,Sprite500,Bangalore,40,0,0,9701
2025-09-03,Sprite500,Bangalore,21,0,0,8036
2025-09-04,Sprite500,Bangalore,41,1,0,10826
2025-09-05,Sprite500,Bangalore,21,1,1,11031
2025-09-06,Sprite500,Bangalore,25,0,0,8465
2025-09-07,Sprite500,Bangalore,20,0,0,8400
2025-09-08,Sprite500,Bangalore,32,0,0,8691
2025-09-09,Sprite500,Bangalore,38,0,0,9399
2025-09-10,Sprite500,Bangalore,40,0,0,9863
2025-09-11,Sprite500,Bangalore,21,0,0,8065
2025-09-12,Sprite500,Bangalore,38,0,0,8464
2025-09-13,Sprite500,Bangalore,23,0,0,8683
2025-09-14,Sprite500,Bangalore,36,0,0,9672
2025-09-15,Sprite500,Bangalore,35,0,0,8691
2025-09-16,Sprite500,Bangalore,26,0,0,7698
2025-09-17,Sprite500,Bangalore,32,0,0,8839
2025-09-18,Sprite500,Bangalore,28,1,0,9688
2025-09-19,Sprite500,Bangalore,41,0,0,9249
2025-09-20,Sprite500,Bangalore,35,0,0,9356
2025-09-21,Sprite500,Bangalore,28,0,0,9288
2025-09-22,Sprite500,Bangalore,23,0,0,7732
2025-09-23,Sprite500,Bangalore,21,0,0,7747
2025-09-24,Sprite500,Bangalore,37,0,0,8845
2025-09-25,Sprite500,Bangalore,27,0,0,8333
2025-09-26,Sprite500,Bangalore,38,0,0,9456
2025-09-27,Sprite500,Bangalore,41,0,0,10294
2025-09-28,Sprite500,Bangalore,38,0,0,9888
2025-09-29,Sprite500,Bangalore,33,0,0,9005
2025-09-30,Sprite500,Bangalore,31,0,0,8761
2025-10-01,Sprite500,Bangalore,23,0,0,7603
2025-10-02,Sprite500,Bangalore,23,0,0,7602
2025-10-03,Sprite500,Bangalore,32,0,0,9071
2025-10-04,Sprite500,Bangalore,38,0,0,9237
2025-10-05,Sprite500,Bangalore,41,0,0,10414
2025-10-06,Sprite500,Bangalore,33,0,0,9280
2025-10-07,Sprite500,Bangalore,32,0,1,10660
2025-10-08,Sprite500,Bangalore,35,0,0,8931
2025-10-09,Sprite500,Bangalore,31,0,0,8660
2025-10-10,Sprite500,Bangalore,40,0,0,8782
2025-10-11,Sprite500,Bangalore,31,0,0,9295
2025-10-12,Sprite500,Bangalore,33,1,0,10344
2025-10-13,Sprite500,Bangalore,29,0,0,8443
2025-10-14,Sprite500,Bangalore,41,0,0,9010
2025-10-15,Sprite500,Bangalore,38,0,0,8849
2025-10-16,Sprite500,Bangalore,27,0,0,8661
2025-10-17,Sprite500,Bangalore,27,0,0,8323
2025-10-18,Sprite500,Bangalore,39,0,0,9648
2025-10-19,Sprite500,Bangalore,23,0,0,8772
2025-10-20,Sprite500,Bangalore,22,0,0,8163
2025-10-21,Sprite500,Bangalore,30,0,0,8231
2025-10-22,Sprite500,Bangalore,34,0,0,8682
2025-10-23,Sprite500,Bangalore,22,0,0,7747
2025-10-24,Sprite500,Bangalore,21,0,0,8091
2025-10-25,Sprite500,Bangalore,37,1,0,10691
2025-10-26,Sprite500,Bangalore,27,0,0,9163
2025-10-27,Sprite500,Bangalore,23,0,0,8459
2025-10-28,Sprite500,Bangalore,23,0,0,8393
2025-10-29,Sprite500,Bangalore,37,1,0,10286
2025-10-30,Sprite500,Bangalore,39,0,0,9191
2025-10-31,Sprite500,Bangalore,37,1,0,10347
2025-11-01,Sprite500,Bangalore,39,0,0,9858
2025-11-02,Sprite500,Bangalore,24,0,0,8377
2025-11-03,Sprite500,Bangalore,28,0,0,8238
2025-11-04,Sprite500,Bangalore,20,0,0,8010
2025-11-05,Sprite500,Bangalore,34,0,0,8771
2025-11-06,Sprite500,Bangalore,34,0,0,9007
2025-11-07,Sprite500,Bangalore,29,0,0,9098
2025-11-08,Sprite500,Bangalore,40,0,0,9660
2025-11-09,Sprite500,Bangalore,20,0,0,8736
2025-11-10,Sprite500,Bangalore,34,0,0,8688
2025-11-11,Sprite500,Bangalore,38,0,0,8769
2025-11-12,Sprite500,Bangalore,28,1,0,9910
2025-11-13,Sprite500,Bangalore,20,0,0,8134
2025-11-14,Sprite500,Bangalore,37,0,0,9241
2025-11-15,Sprite500,Bangalore,25,0,0,8820
2025-11-16,Sprite500,Bangalore,39,0,0,10043
2025-11-17,Sprite500,Bangalore,28,0,0,8911
2025-11-18,Sprite500,Bangalore,22,0,0,7760
2025-11-19,Sprite500,Bangalore,39,0,0,9108
2025-11-20,Sprite500,Bangalore,32,0,0,8848
2025-11-21,Sprite500,Bangalore,38,0,0,9175
2025-11-22,Sprite500,Bangalore,37,1,0,10848
2025-11-23,Sprite500,Bangalore,27,0,0,9460
2025-11-24,Sprite500,Bangalore,32,0,0,8716
2025-11-25,Sprite500,Bangalore,32,0,0,9509
2025-11-26,Sprite500,Bangalore,21,1,0,8764
2025-11-27,Sprite500,Bangalore,25,0,0,8500
2025-11-28,Sprite500,Bangalore,40,0,0,8994
2025-11-29,Sprite500,Bangalore,33,0,0,9148
2025-11-30,Sprite500,Bangalore,39,0,0,10207
2025-12-01,Sprite500,Bangalore,38,0,0,9186
2025-12-02,Sprite500,Bangalore,32,0,0,9084
2025-12-03,Sprite500,Bangalore,40,0,0,9460
2025-12-04,Sprite500,Bangalore,37,0,0,9142
2025-12-05,Sprite500,Bangalore,36,1,0,10219
2025-12-06,Sprite500,Bangalore,22,0,0,7950
2025-12-07,Sprite500,Bangalore,36,0,0,9755
2025-12-08,Sprite500,Bangalore,20,0,0,7650
2025-12-09,Sprite500,Bangalore,23,0,0,7740
2025-12-10,Sprite500,Bangalore,29,0,0,8403
2025-12-11,Sprite500,Bangalore,38,0,0,8711
2025-12-12,Sprite500,Bangalore,26,0,0,7854
2025-12-13,Sprite500,Bangalore,35,0,0,9504
2025-12-14,Sprite500,Bangalore,24,0,0,8763
2025-12-15,Sprite500,Bangalore,34,1,0,9986
2025-12-16,Sprite500,Bangalore,41,0,0,9242
2025-12-17,Sprite500,Bangalore,29,0,0,8457
2025-12-18,Sprite500,Bangalore,26,0,0,8258
2025-12-19,Sprite500,Bangalore,22,0,0,8430
2025-12-20,Sprite500,Bangalore,24,0,0,8953
2025-12-21,Sprite500,Bangalore,34,0,0,9641
2025-12-22,Sprite500,Bangalore,29,0,0,8427
2025-12-23,Sprite500,Bangalore,34,1,0,9908
2025-12-24,Sprite500,Bangalore,20,0,0,8110
2025-12-25,Sprite500,Bangalore,41,0,0,8869
2025-12-26,Sprite500,Bangalore,24,0,0,7535
2025-12-27,Sprite500,Bangalore,26,0,0,8623
2025-12-28,Sprite500,Bangalore,32,0,0,9912
2025-12-29,Sprite500,Bangalore,25,0,0,8208
2025-12-30,Sprite500,Bangalore,28,0,0,8736
2025-12-31,Sprite500,Bangalore,27,1,0,9632
2025-01-01,Sprite500,Chennai,20,0,0,5471
2025-01-02,Sprite500,Chennai,29,0,0,6301
2025-01-03,Sprite500,Chennai,28,0,0,6114
2025-01-04,Sprite500,Chennai,23,0,0,6304
2025-01-05,Sprite500,Chennai,30,0,0,6836
2025-01-06,Sprite500,Chennai,37,0,0,6634
2025-01-07,Sprite500,Chennai,39,0,1,9081
2025-01-08,Sprite500,Chennai,41,0,0,7422
2025-01-09,Sprite500,Chennai,31,0,0,6263
2025-01-10,Sprite500,Chennai,34,0,0,6830
2025-01-11,Sprite500,Chennai,31,0,0,6730
2025-01-12,Sprite500,Chennai,28,0,0,6749
2025-01-13,Sprite500,Chennai,41,0,0,6833
2025-01-14,Sprite500,Chennai,32,0,0,6919
2025-01-15,Sprite500,Chennai,35,1,0,8213
2025-01-16,Sprite500,Chennai,36,0,0,6492
2025-01-17,Sprite500,Chennai,41,0,0,7340
2025-01-18,Sprite500,Chennai,20,0,0,6287
2025-01-19,Sprite500,Chennai,40,0,0,7454
2025-01-20,Sprite500,Chennai,35,1,0,7666
2025-01-21,Sprite500,Chennai,29,0,0,6298
2025-01-22,Sprite500,Chennai,22,0,0,6004
2025-01-23,Sprite500,Chennai,41,0,1,9323
2025-01-24,Sprite500,Chennai,21,0,0,5401
2025-01-25,Sprite500,Chennai,35,0,0,6798
2025-01-26,Sprite500,Chennai,40,0,0,7795
2025-01-27,Sprite500,Chennai,36,0,0,6980
2025-01-28,Sprite500,Chennai,31,0,0,6012
2025-01-29,Sprite500,Chennai,23,0,0,5563
2025-01-30,Sprite500,Chennai,36,0,0,6855
2025-01-31,Sprite500,Chennai,38,0,0,6277
2025-02-01,Sprite500,Chennai,39,0,0,7702
2025-02-02,Sprite500,Chennai,34,0,0,6951
2025-02-03,Sprite500,Chennai,40,0,0,7617
2025-02-04,Sprite500,Chennai,29,0,0,6280
2025-02-05,Sprite500,Chennai,37,0,0,7246
2025-02-06,Sprite500,Chennai,20,0,0,5418
2025-02-07,Sprite500,Chennai,20,0,0,5420
2025-02-08,Sprite500,Chennai,37,0,0,7911
2025-02-09,Sprite500,Chennai,22,0,0,6365
2025-02-10,Sprite500,Chennai,40,0,0,6996
2025-02-11,Sprite500,Chennai,25,0,0,5483
2025-02-12,Sprite500,Chennai,38,1,0,7996
2025-02-13,Sprite500,Chennai,36,1,0,7561
2025-02-14,Sprite500,Chennai,36,0,0,6324
2025-02-15,Sprite500,Chennai,26,0,0,5831
2025-02-16,Sprite500,Chennai,32,0,0,7154
2025-02-17,Sprite500,Chennai,28,0,0,5872
2025-02-18,Sprite500,Chennai,38,0,0,6824
2025-02-19,Sprite500,Chennai,20,0,0,5232
2025-02-20,Sprite500,Chennai,37,0,0,7018
2025-02-21,Sprite500,Chennai,20,0,0,5652
2025-02-22,Sprite500,Chennai,21,1,0,7978
2025-02-23,Sprite500,Chennai,25,0,0,5975
2025-02-24,Sprite500,Chennai,20,1,0,6442
2025-02-25,Sprite500,Chennai,40,0,1,8880
2025-02-26,Sprite500,Chennai,39,0,0,7491
2025-02-27,Sprite500,Chennai,28,0,0,7008
2025-02-28,Sprite500,Chennai,37,0,0,6944
2025-03-01,Sprite500,Chennai,20,0,0,5609
2025-03-02,Sprite500,Chennai,40,0,0,7544
2025-03-03,Sprite500,Chennai,30,0,0,6416
2025-03-04,Sprite500,Chennai,20,0,0,5614
2025-03-05,Sprite500,Chennai,29,0,1,7548
2025-03-06,Sprite500,Chennai,23,0,0,5666
2025-03-07,Sprite500,Chennai,38,0,0,6970
2025-03-08,Sprite500,Chennai,24,0,0,6768
2025-03-09,Sprite500,Chennai,32,0,0,6626
2025-03-10,Sprite500,Chennai,31,0,0,6758
2025-03-11,Sprite500,Chennai,25,0,0,5941
2025-03-12,Sprite500,Chennai,20,0,0,5650
2025-03-13,Sprite500,Chennai,23,0,0,5812
2025-03-14,Sprite500,Chennai,35,0,0,6846
2025-03-15,Sprite500,Chennai,28,0,0,6491
2025-03-16,Sprite500,Chennai,37,0,0,7989
2025-03-17,Sprite500,Chennai,31,0,0,6542
2025-03-18,Sprite500,Chennai,37,0,0,6952
2025-03-19,Sprite500,Chennai,27,0,1,8142
2025-03-20,Sprite500,Chennai,37,0,0,6494
2025-03-21,Sprite500,Chennai,34,0,0,6761
2025-03-22,Sprite500,Chennai,25,0,0,6149
2025-03-23,Sprite500,Chennai,40,0,0,7270
2025-03-24,Sprite500,Chennai,39,0,0,6847
2025-03-25,Sprite500,Chennai,24,1,0,7080
2025-03-26,Sprite500,Chennai,28,0,0,6469
2025-03-27,Sprite500,Chennai,41,0,0,7452
2025-03-28,Sprite500,Chennai,26,0,0,5940
2025-03-29,Sprite500,Chennai,21,0,0,6464
2025-03-30,Sprite500,Chennai,32,0,0,7102
2025-03-31,Sprite500,Chennai,24,0,0,5392
2025-04-01,Sprite500,Chennai,28,0,0,6161
2025-04-02,Sprite500,Chennai,37,0,0,7037
2025-04-03,Sprite500,Chennai,36,0,0,6999
2025-04-04,Sprite500,Chennai,28,0,0,6529
2025-04-05,Sprite500,Chennai,36,0,0,7550
2025-04-06,Sprite500,Chennai,38,0,0,7432
2025-04-07,Sprite500,Chennai,32,0,0,6717
2025-04-08,Sprite500,Chennai,27,0,0,6522
2025-04-09,Sprite500,Chennai,24,0,0,5965
2025-04-10,Sprite500,Chennai,22,0,0,6153
2025-04-11,Sprite500,Chennai,26,0,0,6095
2025-04-12,Sprite500,Chennai,25,0,0,6307
2025-04-13,Sprite500,Chennai,22,0,0,6389
2025-04-14,Sprite500,Chennai,28,0,0,6055
2025-04-15,Sprite500,Chennai,32,1,0,7806
2025-04-16,Sprite500,Chennai,33,0,0,6434
2025-04-17,Sprite500,Chennai,28,0,0,6136
2025-04-18,Sprite500,Chennai,33,0,0,6500
2025-04-19,Sprite500,Chennai,32,0,0,7292
2025-04-20,Sprite500,Chennai,20,0,0,6052
